chrom	pos	depth
20	4667925	1080
20	4667926	1082
20	4667927	1086
20	4667928	1086
20	4667929	1084
20	4667930	1090
20	4667931	1090
20	4667932	1097
20	4667933	1096
20	4667934	1102
20	4667935	1101
20	4667936	1103
20	4667937	1099
20	4667938	1103
20	4667939	1098
20	4667940	1095
20	4667941	1102
20	4667942	1098
20	4667943	1091
20	4667944	1097
20	4667945	1091
20	4667946	1085
20	4667947	1089
20	4667948	1096
20	4667949	1091
20	4667950	1094
20	4667951	1090
20	4667952	1081
20	4667953	1077
20	4667954	1077
20	4667955	1082
20	4667956	1082
20	4667957	1086
20	4667958	1090
20	4667959	1091
20	4667960	1094
20	4667961	1101
20	4667962	1112
20	4667963	1110
20	4667964	1113
20	4667965	1110
20	4667966	1114
20	4667967	1111
20	4667968	1107
20	4667969	1112
20	4667970	1116
20	4667971	1114
20	4667972	1111
20	4667973	1121
20	4667974	1114
20	4667975	1117
20	4667976	1114
20	4667977	1111
20	4667978	1106
20	4667979	1102
20	4667980	1105
20	4667981	1105
20	4667982	1110
20	4667983	1106
20	4667984	1104
20	4667985	1100
20	4667986	1103
20	4667987	1100
20	4667988	1104
20	4667989	1102
20	4667990	1098
20	4667991	1089
20	4667992	1089
20	4667993	1082
20	4667994	1070
20	4667995	1069
20	4667996	1066
20	4667997	1064
20	4667998	1063
20	4667999	1066
20	4668000	1060
20	4668001	1055
20	4668002	1056
20	4668003	1062
20	4668004	1060
20	4668005	1062
20	4668006	1063
20	4668007	1060
20	4668008	1066
20	4668009	1065
20	4668010	1063
20	4668011	1058
20	4668012	1057
20	4668013	1054
20	4668014	1058
20	4668015	1054
20	4668016	1056
20	4668017	1056
20	4668018	1058
20	4668019	1055
20	4668020	1054
20	4668021	1055
20	4668022	1053
20	4668023	1044
20	4668024	1049
20	4668025	1055
20	4668026	1057
20	4668027	1047
20	4668028	1042
20	4668029	1043
20	4668030	1044
20	4668031	1037
20	4668032	1042
20	4668033	1039
20	4668034	1038
20	4668035	1033
20	4668036	1040
20	4668037	1048
20	4668038	1042
20	4668039	1043
20	4668040	1038
20	4668041	1045
20	4668042	1035
20	4668043	1037
20	4668044	1037
20	4668045	1044
20	4668046	1034
20	4668047	1039
20	4668048	1035
20	4668049	1024
20	4668050	1030
20	4668051	1033
20	4668052	1026
20	4668053	1005
20	4668054	1008
20	4668055	1017
20	4668056	1009
20	4668057	1001
20	4668058	994
20	4668059	996
20	4668060	997
20	4668061	997
20	4668062	987
20	4668063	990
20	4668064	988
20	4668065	990
20	4668066	983
20	4668067	984
20	4668068	981
20	4668069	981
20	4668070	977
20	4668071	966
20	4668072	967
20	4668073	966
20	4668074	964
20	4668075	966
20	4668076	957
20	4668077	958
20	4668078	956
20	4668079	959
20	4668080	956
20	4668081	951
20	4668082	951
20	4668083	951
20	4668084	947
20	4668085	946
20	4668086	946
20	4668087	946
20	4668088	934
20	4668089	935
20	4668090	935
20	4668091	938
20	4668092	942
20	4668093	937
20	4668094	930
20	4668095	928
20	4668096	925
20	4668097	925
20	4668098	924
20	4668099	924
20	4668100	926
20	4668101	923
20	4668102	921
20	4668103	917
20	4668104	915
20	4668105	915
20	4668106	915
20	4668107	909
20	4668108	900
20	4668109	895
20	4668110	895
20	4668111	889
20	4668112	883
20	4668113	883
20	4668114	880
20	4668115	875
20	4668116	861
20	4668117	858
20	4668118	855
20	4668119	848
20	4668120	843
20	4668121	836
20	4668122	837
20	4668123	831
20	4668124	827
20	4668125	825
20	4668126	817
20	4668127	808
20	4668128	796
20	4668129	791
20	4668130	785
20	4668131	781
20	4668132	774
20	4668133	769
20	4668134	762
20	4668135	756
20	4668136	751
20	4668137	750
20	4668138	749
20	4668139	741
20	4668140	740
20	4668141	732
20	4668142	716
20	4668143	704
20	4668144	700
20	4668145	689
20	4668146	688
20	4668147	680
20	4668148	677
20	4668149	667
20	4668150	654
20	4668151	642
20	4668152	635
20	4668153	631
20	4668154	626
20	4668155	619
20	4668156	611
20	4668157	607
20	4668158	601
20	4668159	594
20	4668160	583
20	4668161	573
20	4668162	566
20	4668163	563
20	4668164	556
20	4668165	545
20	4668166	539
20	4668167	530
20	4668168	523
20	4668169	522
20	4668170	517
20	4668171	511
20	4668172	506
20	4668173	508
20	4668174	500
20	4668175	486
20	4668176	476
20	4668177	473
20	4668178	462
20	4668179	452
20	4668180	448
20	4668181	444
20	4668182	435
20	4668183	424
20	4668184	420
20	4668185	416
20	4668186	410
20	4668187	400
20	4668188	391
20	4668189	383
20	4668190	372
20	4668191	358
20	4668192	354
20	4668193	347
20	4668194	340
20	4668195	336
20	4668196	333
20	4668197	326
20	4668198	321
20	4668199	315
20	4668200	305
20	4668201	297
20	4668202	293
20	4668203	290
20	4668204	289
20	4668205	290
20	4668206	287
20	4668207	284
20	4668208	281
20	4668209	278
20	4668210	269
20	4668211	267
20	4668212	264
20	4668213	257
20	4668214	249
20	4668215	245
20	4668216	241
20	4668217	239
20	4668218	235
20	4668219	226
20	4668220	218
20	4668221	216
20	4668222	215
20	4668223	213
20	4668224	207
20	4668225	203
20	4668226	204
20	4668227	199
20	4668228	192
20	4668229	187
20	4668230	183
20	4668231	180
20	4668232	179
20	4668233	174
20	4668234	170
20	4668235	166
20	4668236	158
20	4668237	160
20	4668238	155
20	4668239	152
20	4668240	151
20	4668241	148
20	4668242	149
20	4668243	146
20	4668244	142
20	4668245	138
20	4668246	138
20	4668247	138
20	4668248	136
20	4668249	135
20	4668250	132
20	4668251	129
20	4668252	127
20	4668253	129
20	4668254	126
20	4668255	128
20	4668256	125
20	4668257	123
20	4668258	120
20	4668259	121
20	4668260	122
20	4668261	121
20	4668262	122
20	4668263	118
20	4668264	119
20	4668265	119
20	4668266	118
20	4668267	118
20	4668268	116
20	4668269	116
20	4668270	115
20	4668271	116
20	4668272	117
20	4668273	116
20	4668274	117
20	4668275	116
20	4668276	117
20	4668277	117
20	4668278	116
20	4668279	117
20	4668280	114
20	4668281	116
20	4668282	117
20	4668283	117
20	4668284	118
20	4668285	117
20	4668286	116
20	4668287	116
20	4668288	117
20	4668289	119
20	4668290	120
20	4668291	120
20	4668292	120
20	4668293	120
20	4668294	123
20	4668295	122
20	4668296	120
20	4668297	120
20	4668298	123
20	4668299	123
20	4668300	121
20	4668301	121
20	4668302	124
20	4668303	124
20	4668304	125
20	4668305	127
20	4668306	130
20	4668307	130
20	4668308	129
20	4668309	129
20	4668310	129
20	4668311	131
20	4668312	133
20	4668313	133
20	4668314	132
20	4668315	136
20	4668316	134
20	4668317	134
20	4668318	135
20	4668319	133
20	4668320	135
20	4668321	139
20	4668322	140
20	4668323	141
20	4668324	143
20	4668325	144
20	4668326	145
20	4668327	147
20	4668328	151
20	4668329	151
20	4668330	156
20	4668331	158
20	4668332	157
20	4668333	161
20	4668334	162
20	4668335	168
20	4668336	171
20	4668337	175
20	4668338	178
20	4668339	183
20	4668340	186
20	4668341	188
20	4668342	194
20	4668343	205
20	4668344	204
20	4668345	209
20	4668346	209
20	4668347	220
20	4668348	222
20	4668349	229
20	4668350	232
20	4668351	232
20	4668352	233
20	4668353	234
20	4668354	238
20	4668355	242
20	4668356	246
20	4668357	250
20	4668358	249
20	4668359	255
20	4668360	263
20	4668361	270
20	4668362	273
20	4668363	277
20	4668364	280
20	4668365	281
20	4668366	285
20	4668367	287
20	4668368	289
20	4668369	291
20	4668370	297
20	4668371	305
20	4668372	305
20	4668373	312
20	4668374	322
20	4668375	324
20	4668376	326
20	4668377	334
20	4668378	339
20	4668379	345
20	4668380	348
20	4668381	354
20	4668382	358
20	4668383	363
20	4668384	371
20	4668385	374
20	4668386	383
20	4668387	392
20	4668388	400
20	4668389	409
20	4668390	417
20	4668391	426
20	4668392	428
20	4668393	428
20	4668394	432
20	4668395	437
20	4668396	442
20	4668397	444
20	4668398	447
20	4668399	447
20	4668400	451
20	4668401	453
20	4668402	461
20	4668403	468
20	4668404	479
20	4668405	480
20	4668406	482
20	4668407	489
20	4668408	497
20	4668409	503
20	4668410	511
20	4668411	514
20	4668412	520
20	4668413	524
20	4668414	524
20	4668415	524
20	4668416	526
20	4668417	528
20	4668418	529
20	4668419	531
20	4668420	530
20	4668421	530
20	4668422	537
20	4668423	540
20	4668424	543
20	4668425	550
20	4668426	559
20	4668427	560
20	4668428	561
20	4668429	565
20	4668430	565
20	4668431	571
20	4668432	576
20	4668433	581
20	4668434	582
20	4668435	582
20	4668436	588
20	4668437	595
20	4668438	597
20	4668439	597
20	4668440	595
20	4668441	603
20	4668442	608
20	4668443	609
20	4668444	609
20	4668445	610
20	4668446	614
20	4668447	613
20	4668448	612
20	4668449	615
20	4668450	619
20	4668451	619
20	4668452	621
20	4668453	620
20	4668454	625
20	4668455	627
20	4668456	630
20	4668457	633
20	4668458	634
20	4668459	636
20	4668460	639
20	4668461	639
20	4668462	641
20	4668463	642
20	4668464	644
20	4668465	646
20	4668466	647
20	4668467	648
20	4668468	648
20	4668469	650
20	4668470	646
20	4668471	645
20	4668472	646
20	4668473	644
20	4668474	643
20	4668475	641
20	4668476	635
20	4668477	634
20	4668478	637
20	4668479	637
20	4668480	638
20	4668481	634
20	4668482	626
20	4668483	627
20	4668484	628
20	4668485	635
20	4668486	639
20	4668487	638
20	4668488	631
20	4668489	626
20	4668490	628
20	4668491	623
20	4668492	622
20	4668493	621
20	4668494	621
20	4668495	617
20	4668496	615
20	4668497	617
20	4668498	617
20	4668499	615
20	4668500	618
20	4668501	614
20	4668502	614
20	4668503	612
20	4668504	613
20	4668505	613
20	4668506	618
20	4668507	618
20	4668508	619
20	4668509	620
20	4668510	608
20	4668511	613
20	4668512	614
20	4668513	617
20	4668514	620
20	4668515	622
20	4668516	619
20	4668517	611
20	4668518	621
20	4668519	617
20	4668520	614
20	4668521	618
20	4668522	614
20	4668523	613
20	4668524	616
20	4668525	618
20	4668526	618
20	4668527	622
20	4668528	620
20	4668529	621
20	4668530	619
20	4668531	619
20	4668532	616
20	4668533	611
20	4668534	607
20	4668535	609
20	4668536	603
20	4668537	603
20	4668538	601
20	4668539	603
20	4668540	606
20	4668541	609
20	4668542	616
20	4668543	621
20	4668544	625
20	4668545	620
20	4668546	623
20	4668547	623
20	4668548	616
20	4668549	618
20	4668550	615
20	4668551	617
20	4668552	618
20	4668553	619
20	4668554	614
20	4668555	615
20	4668556	615
20	4668557	624
20	4668558	622
20	4668559	622
20	4668560	625
20	4668561	632
20	4668562	640
20	4668563	638
20	4668564	643
20	4668565	644
20	4668566	648
20	4668567	652
20	4668568	653
20	4668569	660
20	4668570	659
20	4668571	654
20	4668572	650
20	4668573	651
20	4668574	660
20	4668575	660
20	4668576	663
20	4668577	669
20	4668578	670
20	4668579	669
20	4668580	669
20	4668581	669
20	4668582	665
20	4668583	664
20	4668584	666
20	4668585	669
20	4668586	671
20	4668587	673
20	4668588	677
20	4668589	677
20	4668590	679
20	4668591	676
20	4668592	681
20	4668593	684
20	4668594	687
20	4668595	688
20	4668596	688
20	4668597	687
20	4668598	688
20	4668599	692
20	4668600	692
20	4668601	690
20	4668602	693
20	4668603	693
20	4668604	691
20	4668605	692
20	4668606	690
20	4668607	695
20	4668608	697
20	4668609	704
20	4668610	705
20	4668611	709
20	4668612	709
20	4668613	702
20	4668614	699
20	4668615	697
20	4668616	698
20	4668617	696
20	4668618	693
20	4668619	694
20	4668620	695
20	4668621	694
20	4668622	699
20	4668623	702
20	4668624	706
20	4668625	707
20	4668626	706
20	4668627	709
20	4668628	706
20	4668629	704
20	4668630	698
20	4668631	695
20	4668632	693
20	4668633	698
20	4668634	703
20	4668635	707
20	4668636	705
20	4668637	704
20	4668638	703
20	4668639	702
20	4668640	703
20	4668641	706
20	4668642	708
20	4668643	706
20	4668644	704
20	4668645	704
20	4668646	701
20	4668647	699
20	4668648	696
20	4668649	694
20	4668650	692
20	4668651	686
20	4668652	685
20	4668653	694
20	4668654	687
20	4668655	685
20	4668656	687
20	4668657	686
20	4668658	684
20	4668659	683
20	4668660	687
20	4668661	689
20	4668662	689
20	4668663	690
20	4668664	684
20	4668665	685
20	4668666	691
20	4668667	688
20	4668668	685
20	4668669	682
20	4668670	676
20	4668671	672
20	4668672	672
20	4668673	673
20	4668674	673
20	4668675	675
20	4668676	678
20	4668677	679
20	4668678	678
20	4668679	675
20	4668680	677
20	4668681	678
20	4668682	685
20	4668683	679
20	4668684	674
20	4668685	672
20	4668686	669
20	4668687	666
20	4668688	661
20	4668689	657
20	4668690	656
20	4668691	661
20	4668692	655
20	4668693	655
20	4668694	649
20	4668695	645
20	4668696	644
20	4668697	637
20	4668698	635
20	4668699	632
20	4668700	630
20	4668701	626
20	4668702	623
20	4668703	619
20	4668704	618
20	4668705	614
20	4668706	604
20	4668707	603
20	4668708	599
20	4668709	599
20	4668710	593
20	4668711	591
20	4668712	588
20	4668713	583
20	4668714	580
20	4668715	577
20	4668716	572
20	4668717	566
20	4668718	564
20	4668719	560
20	4668720	552
20	4668721	549
20	4668722	546
20	4668723	538
20	4668724	531
20	4668725	529
20	4668726	526
20	4668727	526
20	4668728	527
20	4668729	519
20	4668730	515
20	4668731	507
20	4668732	504
20	4668733	501
20	4668734	494
20	4668735	493
20	4668736	488
20	4668737	481
20	4668738	471
20	4668739	468
20	4668740	461
20	4668741	457
20	4668742	455
20	4668743	452
20	4668744	451
20	4668745	443
20	4668746	434
20	4668747	431
20	4668748	426
20	4668749	425
20	4668750	422
20	4668751	413
20	4668752	407
20	4668753	395
20	4668754	388
20	4668755	382
20	4668756	375
20	4668757	374
20	4668758	370
20	4668759	365
20	4668760	362
20	4668761	360
20	4668762	358
20	4668763	355
20	4668764	355
20	4668765	352
20	4668766	348
20	4668767	347
20	4668768	337
20	4668769	334
20	4668770	328
20	4668771	321
20	4668772	312
20	4668773	304
20	4668774	298
20	4668775	289
20	4668776	285
20	4668777	279
20	4668778	277
20	4668779	274
20	4668780	266
20	4668781	259
20	4668782	259
20	4668783	255
20	4668784	252
20	4668785	247
20	4668786	245
20	4668787	240
20	4668788	240
20	4668789	236
20	4668790	235
20	4668791	234
20	4668792	232
20	4668793	230
20	4668794	228
20	4668795	225
20	4668796	223
20	4668797	221
20	4668798	216
20	4668799	213
20	4668800	207
20	4668801	205
20	4668802	204
20	4668803	198
20	4668804	197
20	4668805	193
20	4668806	185
20	4668807	183
20	4668808	182
20	4668809	179
20	4668810	179
20	4668811	178
20	4668812	174
20	4668813	171
20	4668814	170
20	4668815	167
20	4668816	166
20	4668817	162
20	4668818	156
20	4668819	148
20	4668820	148
20	4668821	147
20	4668822	147
20	4668823	143
20	4668824	140
20	4668825	137
20	4668826	137
20	4668827	133
20	4668828	126
20	4668829	124
20	4668830	127
20	4668831	126
20	4668832	128
20	4668833	127
20	4668834	126
20	4668835	123
20	4668836	122
20	4668837	118
20	4668838	118
20	4668839	116
20	4668840	116
20	4668841	112
20	4668842	109
20	4668843	108
20	4668844	106
20	4668845	103
20	4668846	101
20	4668847	97
20	4668848	98
20	4668849	96
20	4668850	95
20	4668851	95
20	4668852	92
20	4668853	91
20	4668854	89
20	4668855	88
20	4668856	86
20	4668857	86
20	4668858	86
20	4668859	86
20	4668860	85
20	4668861	84
20	4668862	84
20	4668863	86
20	4668864	85
20	4668865	84
20	4668866	83
20	4668867	82
20	4668868	81
20	4668869	83
20	4668870	82
20	4668871	82
20	4668872	81
20	4668873	79
20	4668874	79
20	4668875	82
20	4668876	85
20	4668877	85
20	4668878	84
20	4668879	82
20	4668880	83
20	4668881	82
20	4668882	83
20	4668883	84
20	4668884	85
20	4668885	84
20	4668886	84
20	4668887	83
20	4668888	83
20	4668889	84
20	4668890	83
20	4668891	84
20	4668892	83
20	4668893	82
20	4668894	83
20	4668895	83
20	4668896	84
20	4668897	85
20	4668898	87
20	4668899	86
20	4668900	86
20	4668901	85
20	4668902	84
20	4668903	85
20	4668904	87
20	4668905	88
20	4668906	89
20	4668907	88
20	4668908	88
20	4668909	88
20	4668910	89
20	4668911	90
20	4668912	89
20	4668913	88
20	4668914	88
20	4668915	88
20	4668916	88
20	4668917	90
20	4668918	89
20	4668919	88
20	4668920	86
20	4668921	87
20	4668922	88
20	4668923	89
20	4668924	89
20	4668925	93
20	4668926	95
20	4668927	97
20	4668928	97
20	4668929	96
20	4668930	97
20	4668931	100
20	4668932	104
20	4668933	105
20	4668934	103
20	4668935	105
20	4668936	109
20	4668937	109
20	4668938	116
20	4668939	118
20	4668940	118
20	4668941	122
20	4668942	128
20	4668943	134
20	4668944	137
20	4668945	140
20	4668946	141
20	4668947	141
20	4668948	140
20	4668949	145
20	4668950	146
20	4668951	150
20	4668952	152
20	4668953	155
20	4668954	157
20	4668955	162
20	4668956	162
20	4668957	163
20	4668958	165
20	4668959	170
20	4668960	171
20	4668961	173
20	4668962	171
20	4668963	172
20	4668964	176
20	4668965	181
20	4668966	179
20	4668967	181
20	4668968	188
20	4668969	187
20	4668970	192
20	4668971	193
20	4668972	194
20	4668973	202
20	4668974	206
20	4668975	207
20	4668976	207
20	4668977	210
20	4668978	210
20	4668979	212
20	4668980	214
20	4668981	217
20	4668982	218
20	4668983	221
20	4668984	225
20	4668985	226
20	4668986	230
20	4668987	232
20	4668988	234
20	4668989	234
20	4668990	235
20	4668991	238
20	4668992	243
20	4668993	249
20	4668994	253
20	4668995	256
20	4668996	262
20	4668997	269
20	4668998	273
20	4668999	281
20	4669000	282
20	4669001	288
20	4669002	292
20	4669003	294
20	4669004	300
20	4669005	305
20	4669006	310
20	4669007	312
20	4669008	319
20	4669009	320
20	4669010	321
20	4669011	325
20	4669012	327
20	4669013	327
20	4669014	335
20	4669015	342
20	4669016	344
20	4669017	346
20	4669018	349
20	4669019	354
20	4669020	358
20	4669021	360
20	4669022	361
20	4669023	361
20	4669024	365
20	4669025	371
20	4669026	370
20	4669027	379
20	4669028	385
20	4669029	391
20	4669030	394
20	4669031	400
20	4669032	404
20	4669033	411
20	4669034	416
20	4669035	422
20	4669036	428
20	4669037	433
20	4669038	436
20	4669039	440
20	4669040	447
20	4669041	452
20	4669042	460
20	4669043	463
20	4669044	470
20	4669045	483
20	4669046	492
20	4669047	497
20	4669048	500
20	4669049	499
20	4669050	504
20	4669051	508
20	4669052	509
20	4669053	515
20	4669054	518
20	4669055	522
20	4669056	523
20	4669057	523
20	4669058	529
20	4669059	533
20	4669060	540
20	4669061	546
20	4669062	552
20	4669063	558
20	4669064	558
20	4669065	562
20	4669066	572
20	4669067	580
20	4669068	581
20	4669069	581
20	4669070	584
20	4669071	583
20	4669072	583
20	4669073	584
20	4669074	587
20	4669075	583
20	4669076	585
20	4669077	585
20	4669078	585
20	4669079	590
20	4669080	594
20	4669081	592
20	4669082	591
20	4669083	592
20	4669084	590
20	4669085	595
20	4669086	602
20	4669087	600
20	4669088	595
20	4669089	588
20	4669090	589
20	4669091	595
20	4669092	597
20	4669093	602
20	4669094	605
20	4669095	614
20	4669096	605
20	4669097	611
20	4669098	610
20	4669099	606
20	4669100	608
20	4669101	619
20	4669102	630
20	4669103	632
20	4669104	634
20	4669105	640
20	4669106	647
20	4669107	645
20	4669108	649
20	4669109	654
20	4669110	653
20	4669111	651
20	4669112	659
20	4669113	657
20	4669114	655
20	4669115	655
20	4669116	655
20	4669117	660
20	4669118	664
20	4669119	664
20	4669120	668
20	4669121	670
20	4669122	668
20	4669123	669
20	4669124	674
20	4669125	676
20	4669126	678
20	4669127	672
20	4669128	673
20	4669129	671
20	4669130	671
20	4669131	669
20	4669132	672
20	4669133	679
20	4669134	681
20	4669135	681
20	4669136	682
20	4669137	687
20	4669138	681
20	4669139	684
20	4669140	684
20	4669141	687
20	4669142	685
20	4669143	681
20	4669144	676
20	4669145	670
20	4669146	671
20	4669147	672
20	4669148	671
20	4669149	671
20	4669150	668
20	4669151	672
20	4669152	670
20	4669153	667
20	4669154	671
20	4669155	669
20	4669156	671
20	4669157	674
20	4669158	679
20	4669159	682
20	4669160	679
20	4669161	682
20	4669162	682
20	4669163	681
20	4669164	681
20	4669165	681
20	4669166	682
20	4669167	678
20	4669168	685
20	4669169	690
20	4669170	691
20	4669171	692
20	4669172	692
20	4669173	690
20	4669174	686
20	4669175	687
20	4669176	687
20	4669177	684
20	4669178	682
20	4669179	673
20	4669180	672
20	4669181	673
20	4669182	670
20	4669183	672
20	4669184	675
20	4669185	673
20	4669186	675
20	4669187	672
20	4669188	664
20	4669189	667
20	4669190	667
20	4669191	660
20	4669192	659
20	4669193	657
20	4669194	652
20	4669195	652
20	4669196	646
20	4669197	648
20	4669198	648
20	4669199	648
20	4669200	649
20	4669201	649
20	4669202	647
20	4669203	652
20	4669204	656
20	4669205	653
20	4669206	649
20	4669207	644
20	4669208	638
20	4669209	630
20	4669210	632
20	4669211	622
20	4669212	617
20	4669213	611
20	4669214	612
20	4669215	617
20	4669216	617
20	4669217	619
20	4669218	618
20	4669219	620
20	4669220	617
20	4669221	610
20	4669222	602
20	4669223	607
20	4669224	612
20	4669225	608
20	4669226	602
20	4669227	604
20	4669228	605
20	4669229	610
20	4669230	615
20	4669231	616
20	4669232	614
20	4669233	608
20	4669234	607
20	4669235	599
20	4669236	601
20	4669237	603
20	4669238	602
20	4669239	602
20	4669240	603
20	4669241	594
20	4669242	602
20	4669243	598
20	4669244	595
20	4669245	586
20	4669246	588
20	4669247	578
20	4669248	574
20	4669249	569
20	4669250	569
20	4669251	567
20	4669252	568
20	4669253	571
20	4669254	570
20	4669255	567
20	4669256	567
20	4669257	569
20	4669258	568
20	4669259	563
20	4669260	561
20	4669261	561
20	4669262	564
20	4669263	555
20	4669264	555
20	4669265	558
20	4669266	554
20	4669267	551
20	4669268	553
20	4669269	557
20	4669270	558
20	4669271	566
20	4669272	565
20	4669273	566
20	4669274	567
20	4669275	572
20	4669276	573
20	4669277	576
20	4669278	574
20	4669279	572
20	4669280	575
20	4669281	572
20	4669282	573
20	4669283	575
20	4669284	574
20	4669285	574
20	4669286	569
20	4669287	571
20	4669288	576
20	4669289	575
20	4669290	573
20	4669291	574
20	4669292	572
20	4669293	575
20	4669294	580
20	4669295	581
20	4669296	580
20	4669297	583
20	4669298	575
20	4669299	577
20	4669300	575
20	4669301	572
20	4669302	573
20	4669303	571
20	4669304	568
20	4669305	565
20	4669306	564
20	4669307	563
20	4669308	562
20	4669309	564
20	4669310	562
20	4669311	564
20	4669312	565
20	4669313	562
20	4669314	561
20	4669315	562
20	4669316	565
20	4669317	563
20	4669318	565
20	4669319	563
20	4669320	562
20	4669321	557
20	4669322	562
20	4669323	563
20	4669324	553
20	4669325	553
20	4669326	549
20	4669327	546
20	4669328	551
20	4669329	551
20	4669330	555
20	4669331	558
20	4669332	551
20	4669333	551
20	4669334	549
20	4669335	547
20	4669336	543
20	4669337	544
20	4669338	540
20	4669339	540
20	4669340	547
20	4669341	546
20	4669342	554
20	4669343	550
20	4669344	551
20	4669345	541
20	4669346	536
20	4669347	536
20	4669348	535
20	4669349	527
20	4669350	523
20	4669351	524
20	4669352	526
20	4669353	532
20	4669354	533
20	4669355	541
20	4669356	539
20	4669357	542
20	4669358	548
20	4669359	546
20	4669360	544
20	4669361	541
20	4669362	536
20	4669363	538
20	4669364	536
20	4669365	537
20	4669366	535
20	4669367	536
20	4669368	535
20	4669369	536
20	4669370	542
20	4669371	544
20	4669372	547
20	4669373	546
20	4669374	550
20	4669375	548
20	4669376	543
20	4669377	547
20	4669378	548
20	4669379	549
20	4669380	555
20	4669381	555
20	4669382	554
20	4669383	549
20	4669384	549
20	4669385	550
20	4669386	552
20	4669387	555
20	4669388	553
20	4669389	555
20	4669390	553
20	4669391	550
20	4669392	548
20	4669393	547
20	4669394	546
20	4669395	547
20	4669396	543
20	4669397	544
20	4669398	545
20	4669399	545
20	4669400	546
20	4669401	542
20	4669402	543
20	4669403	546
20	4669404	545
20	4669405	542
20	4669406	541
20	4669407	548
20	4669408	544
20	4669409	549
20	4669410	548
20	4669411	542
20	4669412	543
20	4669413	543
20	4669414	538
20	4669415	531
20	4669416	535
20	4669417	530
20	4669418	527
20	4669419	525
20	4669420	521
20	4669421	520
20	4669422	519
20	4669423	512
20	4669424	512
20	4669425	510
20	4669426	504
20	4669427	503
20	4669428	495
20	4669429	493
20	4669430	491
20	4669431	492
20	4669432	490
20	4669433	486
20	4669434	479
20	4669435	475
20	4669436	466
20	4669437	464
20	4669438	463
20	4669439	460
20	4669440	458
20	4669441	455
20	4669442	451
20	4669443	444
20	4669444	445
20	4669445	441
20	4669446	435
20	4669447	435
20	4669448	433
20	4669449	431
20	4669450	426
20	4669451	426
20	4669452	425
20	4669453	422
20	4669454	420
20	4669455	414
20	4669456	412
20	4669457	411
20	4669458	409
20	4669459	405
20	4669460	402
20	4669461	399
20	4669462	395
20	4669463	390
20	4669464	391
20	4669465	394
20	4669466	396
20	4669467	393
20	4669468	386
20	4669469	384
20	4669470	379
20	4669471	378
20	4669472	375
20	4669473	368
20	4669474	361
20	4669475	360
20	4669476	353
20	4669477	352
20	4669478	350
20	4669479	344
20	4669480	336
20	4669481	333
20	4669482	331
20	4669483	326
20	4669484	324
20	4669485	322
20	4669486	312
20	4669487	305
20	4669488	298
20	4669489	297
20	4669490	289
20	4669491	286
20	4669492	283
20	4669493	282
20	4669494	282
20	4669495	279
20	4669496	278
20	4669497	278
20	4669498	272
20	4669499	273
20	4669500	273
20	4669501	271
20	4669502	262
20	4669503	262
20	4669504	252
20	4669505	251
20	4669506	251
20	4669507	247
20	4669508	243
20	4669509	241
20	4669510	238
20	4669511	241
20	4669512	241
20	4669513	237
20	4669514	237
20	4669515	237
20	4669516	229
20	4669517	228
20	4669518	226
20	4669519	228
20	4669520	227
20	4669521	226
20	4669522	224
20	4669523	221
20	4669524	220
20	4669525	220
20	4669526	217
20	4669527	218
20	4669528	213
20	4669529	210
20	4669530	208
20	4669531	210
20	4669532	207
20	4669533	201
20	4669534	198
20	4669535	195
20	4669536	194
20	4669537	192
20	4669538	193
20	4669539	192
20	4669540	194
20	4669541	191
20	4669542	187
20	4669543	188
20	4669544	187
20	4669545	189
20	4669546	184
20	4669547	185
20	4669548	180
20	4669549	178
20	4669550	178
20	4669551	179
20	4669552	180
20	4669553	182
20	4669554	180
20	4669555	181
20	4669556	180
20	4669557	180
20	4669558	180
20	4669559	180
20	4669560	177
20	4669561	177
20	4669562	180
20	4669563	179
20	4669564	178
20	4669565	178
20	4669566	176
20	4669567	174
20	4669568	173
20	4669569	176
20	4669570	175
20	4669571	177
20	4669572	181
20	4669573	182
20	4669574	185
20	4669575	188
20	4669576	188
20	4669577	191
20	4669578	193
20	4669579	192
20	4669580	195
20	4669581	197
20	4669582	198
20	4669583	200
20	4669584	203
20	4669585	205
20	4669586	204
20	4669587	209
20	4669588	212
20	4669589	215
20	4669590	214
20	4669591	213
20	4669592	217
20	4669593	218
20	4669594	221
20	4669595	227
20	4669596	231
20	4669597	237
20	4669598	241
20	4669599	243
20	4669600	244
20	4669601	246
20	4669602	251
20	4669603	255
20	4669604	253
20	4669605	254
20	4669606	255
20	4669607	254
20	4669608	257
20	4669609	260
20	4669610	257
20	4669611	253
20	4669612	255
20	4669613	252
20	4669614	252
20	4669615	249
20	4669616	250
20	4669617	250
20	4669618	251
20	4669619	253
20	4669620	255
20	4669621	257
20	4669622	258
20	4669623	258
20	4669624	260
20	4669625	261
20	4669626	265
20	4669627	268
20	4669628	272
20	4669629	274
20	4669630	277
20	4669631	276
20	4669632	278
20	4669633	275
20	4669634	276
20	4669635	277
20	4669636	281
20	4669637	279
20	4669638	281
20	4669639	278
20	4669640	280
20	4669641	280
20	4669642	279
20	4669643	277
20	4669644	279
20	4669645	279
20	4669646	277
20	4669647	276
20	4669648	281
20	4669649	282
20	4669650	283
20	4669651	285
20	4669652	286
20	4669653	291
20	4669654	290
20	4669655	286
20	4669656	293
